id_y	pert_type_y	id_x	score	pert_iname_x	pert_iname_y	pert_type_x
glucocorticoid	trt_cp	CGS001-115	91.5911	ADCY9	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	CGS001-2230	91.5366	FDX1	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	CGS001-7071	91.5141	KLF10	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	BRD-A28105619	91.5117	cucurbitacin-i	glucocorticoid	trt_cp
glucocorticoid	trt_cp	CGS001-275	91.4999	AMT	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	CGS001-89910	91.3157	UBE3B	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	BRD-K87947369	91.2612	tozasertib	glucocorticoid	trt_cp
glucocorticoid	trt_cp	CGS001-55793	91.1729	FAM63A	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	CGS001-7465	91.1561	WEE1	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	CGS001-54658	91.1288	UGT1A1	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	BRD-K36740062	91.0675	GSK-1070916	glucocorticoid	trt_cp
glucocorticoid	trt_cp	BRD-K83972459	91.0658	JWE-035	glucocorticoid	trt_cp
glucocorticoid	trt_cp	BRD-K81709173	91.0191	halcinonide	glucocorticoid	trt_cp
glucocorticoid	trt_cp	BRD-K00313977	90.865	BRD-K00313977	glucocorticoid	trt_cp
glucocorticoid	trt_cp	CGS001-9140	90.8373	ATG12	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	CGS001-26137	90.8354	ZBTB20	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	CGS001-5053	90.8099	PAH	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	CGS001-84636	90.7583	GPR174	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	CGS001-93185	90.721	IGSF8	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	CGS001-23581	90.6695	CASP14	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	BRD-K61691971	90.5973	avrainvillamide-analog-1	glucocorticoid	trt_cp
glucocorticoid	trt_cp	BRD-A47829399	90.5462	artesunate	glucocorticoid	trt_cp
glucocorticoid	trt_cp	CGS001-54600	90.5205	UGT1A9	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	BRD-A07000685	90.5102	hydrocortisone	glucocorticoid	trt_cp
glucocorticoid	trt_cp	BRD-K18518344	90.5082	digitoxigenin	glucocorticoid	trt_cp
glucocorticoid	trt_cp	CGS001-4302	90.4739	MLLT6	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	CGS001-182	90.465	JAG1	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	BRD-K25079130	90.3708	avrainvillamide-analog-4	glucocorticoid	trt_cp
glucocorticoid	trt_cp	CGS001-3046	90.3682	HBE1	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	BRD-K76264608	90.3479	BRD-K76264608	glucocorticoid	trt_cp
glucocorticoid	trt_cp	CGS001-85027	90.3212	C5ORF62	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	CGS001-1244	90.0676	ABCC2	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	CGS001-3148	90.0117	HMGB2	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	BRD-K95352812	89.8863	BRD-K95352812	glucocorticoid	trt_cp
glucocorticoid	trt_cp	CGS001-1727	89.835	CYB5R3	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	CGS001-6832	89.8206	SUPV3L1	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	CGS001-6605	89.8009	SMARCE1	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	BRD-K04779531	89.7679	BRD-K04779531	glucocorticoid	trt_cp
glucocorticoid	trt_cp	BRD-K63770300	89.7648	BRD-K63770300	glucocorticoid	trt_cp
glucocorticoid	trt_cp	CGS001-3784	89.6844	KCNQ1	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	CGS001-10943	89.6556	MSL3	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	CGS001-397	89.631	ARHGDIB	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	CGS001-10652	89.5816	YKT6	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	BRD-K42500029	89.5742	CGP-57380	glucocorticoid	trt_cp
glucocorticoid	trt_cp	BRD-K46056750	89.5605	AZD-7762	glucocorticoid	trt_cp
glucocorticoid	trt_cp	CGS001-6182	89.5099	MRPL12	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	CGS001-183	89.4857	AGT	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	CGS001-10327	89.4853	AKR1A1	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	BRD-K28307902	89.3983	flutamide	glucocorticoid	trt_cp
glucocorticoid	trt_cp	BRD-K56334280	89.3844	amonafide	glucocorticoid	trt_cp
glucocorticoid	trt_cp	CGS001-5981	89.3701	RFC1	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	CGS001-26128	89.3439	KIAA1279	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	CGS001-9063	89.2309	PIAS2	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	CGS001-151306	89.1703	GPBAR1	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	CGS001-10452	89.1361	TOMM40	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	CGS001-80018	89.0986	NAA25	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	BRD-K30836161	89.0666	BRD-K30836161	glucocorticoid	trt_cp
glucocorticoid	trt_cp	CGS001-2033	88.9823	EP300	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	CGS001-10447	88.9762	FAM3C	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	CGS001-136051	88.9489	ZNF786	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	CGS001-8575	88.8661	PRKRA	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	BRD-K68588778	88.8557	BRD-K68588778	glucocorticoid	trt_cp
glucocorticoid	trt_cp	BRD-K21773564	88.8149	BRD-K21773564	glucocorticoid	trt_cp
glucocorticoid	trt_cp	CGS001-55163	88.6992	PNPO	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	BRD-K52075040	88.6412	cerulenin	glucocorticoid	trt_cp
glucocorticoid	trt_cp	BRD-K23412959	88.5024	BRD-K23412959	glucocorticoid	trt_cp
glucocorticoid	trt_cp	CGS001-24148	88.4792	PRPF6	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	CGS001-162979	88.4181	ZNF296	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	CGS001-55657	88.3952	ZNF692	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	CGS001-7128	88.3791	TNFAIP3	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	BRD-K19540840	88.353	saracatinib	glucocorticoid	trt_cp
glucocorticoid	trt_cp	CGS001-9706	88.2707	ULK2	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	BRD-U08759356	88.2445	EI-346-erlotinib-analog	glucocorticoid	trt_cp
glucocorticoid	trt_cp	BRD-K14791739	88.2025	fluticasone	glucocorticoid	trt_cp
glucocorticoid	trt_cp	BRD-K01253243	88.2016	SB-590885	glucocorticoid	trt_cp
glucocorticoid	trt_cp	CGS001-8824	88.1597	CES2	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	CGS001-2767	88.1422	GNA11	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	BRD-K16798053	88.1258	ST-4029573	glucocorticoid	trt_cp
glucocorticoid	trt_cp	CGS001-169026	88.0738	SLC30A8	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	CGS001-351	88.0278	APP	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	CGS001-340371	88.0085	NRBP2	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	CGS001-51014	87.9718	TMED7	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	CGS001-4706	87.9152	NDUFAB1	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	CGS001-7103	87.8403	TSPAN8	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	BRD-K30351863	87.7922	BRD-K30351863	glucocorticoid	trt_cp
glucocorticoid	trt_cp	BRD-A62184259	87.7805	cycloheximide	glucocorticoid	trt_cp
glucocorticoid	trt_cp	BRD-K63150726	87.7591	JTE-907	glucocorticoid	trt_cp
glucocorticoid	trt_cp	BRD-A34806832	87.736	proscillaridin	glucocorticoid	trt_cp
glucocorticoid	trt_cp	CGS001-11186	87.7312	RASSF1	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	CGS001-6927	87.7289	HNF1A	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	CGS001-6548	87.6872	SLC9A1	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	CGS001-7421	87.6414	VDR	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	CGS001-955	87.6397	ENTPD6	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	BRD-A63894585	87.6354	clobetasol	glucocorticoid	trt_cp
glucocorticoid	trt_cp	BRD-A17065207	87.6325	brefeldin-a	glucocorticoid	trt_cp
glucocorticoid	trt_cp	CGS001-152	87.6137	ADRA2C	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	CGS001-1718	87.6003	DHCR24	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	BRD-A66559694	87.5274	naltrexone	glucocorticoid	trt_cp
glucocorticoid	trt_cp	CGS001-3827	87.5005	KNG1	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	BRD-K99964838	87.4855	bosutinib	glucocorticoid	trt_cp
glucocorticoid	trt_cp	BRD-K64366758	87.4809	BRD-K64366758	glucocorticoid	trt_cp
glucocorticoid	trt_cp	BRD-K18726304	87.4394	BRD-K18726304	glucocorticoid	trt_cp
glucocorticoid	trt_cp	CGS001-8491	87.3502	MAP4K3	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	CGS001-1001	87.2999	CDH3	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	CGS001-51070	87.277	NOSIP	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	CGS001-899	87.2769	CCNF	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	CGS001-23326	87.2598	USP22	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	CGS001-4255	87.2541	MGMT	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	BRD-K15935639	87.1885	z-leu3-VS	glucocorticoid	trt_cp
glucocorticoid	trt_cp	BRD-K37940862	87.1883	BRD-K37940862	glucocorticoid	trt_cp
glucocorticoid	trt_cp	CGS001-6817	87.104	SULT1A1	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	CGS001-23462	87.1006	HEY1	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	CGS001-6664	87.0164	SOX11	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	CGS001-51001	87.016	MTERFD1	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	BRD-K18619710	86.9683	digoxigenin	glucocorticoid	trt_cp
glucocorticoid	trt_cp	CGS001-7416	86.9554	VDAC1	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	CGS001-5236	86.9286	PGM1	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	CGS001-9374	86.9092	PPT2	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	CGS001-286380	86.8579	FOXD4L3	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	CGS001-2878	86.8214	GPX3	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	BRD-K53972329	86.802	ruxolitinib	glucocorticoid	trt_cp
glucocorticoid	trt_cp	BRD-K50234570	86.7335	EMF-bca1-16	glucocorticoid	trt_cp
glucocorticoid	trt_cp	BRD-K14618467	86.6498	IKK-16	glucocorticoid	trt_cp
glucocorticoid	trt_cp	CGS001-708	86.6302	C1QBP	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	CGS001-6926	86.6259	TBX3	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	BRD-K50168500	86.5992	canertinib	glucocorticoid	trt_cp
glucocorticoid	trt_cp	CGS001-5434	86.5847	POLR2E	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	CGS001-5438	86.4437	POLR2I	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	CGS001-55191	86.4243	NADSYN1	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	BRD-K02130563	86.396	panobinostat	glucocorticoid	trt_cp
glucocorticoid	trt_cp	CGS001-6117	86.2619	RPA1	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	CGS001-11333	86.2536	PDAP1	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	BRD-K58853583	86.2457	BRD-K58853583	glucocorticoid	trt_cp
glucocorticoid	trt_cp	BRD-K36055864	86.1551	cycloheximide	glucocorticoid	trt_cp
glucocorticoid	trt_cp	BRD-K91290917	85.9892	amodiaquine	glucocorticoid	trt_cp
glucocorticoid	trt_cp	BRD-K78513633	85.947	lonidamine	glucocorticoid	trt_cp
glucocorticoid	trt_cp	CGS001-1329	85.9003	COX5B	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	BRD-K41859756	85.8135	NVP-AUY922	glucocorticoid	trt_cp
glucocorticoid	trt_cp	CGS001-5019	85.8003	OXCT1	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	CGS001-3028	85.7507	HSD17B10	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	CGS001-10123	85.7414	ARL4C	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	BRD-A42831637	85.6806	tetrahydrocannabinol-7-oic-acid	glucocorticoid	trt_cp
glucocorticoid	trt_cp	CGS001-118442	85.6753	GPR62	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	CGS001-6599	85.6707	SMARCC1	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	CGS001-6464	85.5189	SHC1	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	CGS001-116535	85.4462	MRGPRF	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	BRD-K47105409	85.4448	AG-490	glucocorticoid	trt_cp
glucocorticoid	trt_cp	BRD-K50387473	85.42	XMD-892	glucocorticoid	trt_cp
glucocorticoid	trt_cp	CGS001-861	85.3945	RUNX1	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	BRD-K32501161	85.3574	vanoxerine	glucocorticoid	trt_cp
glucocorticoid	trt_cp	BRD-K09790412	85.3447	H-9	glucocorticoid	trt_cp
glucocorticoid	trt_cp	BRD-A19500257	85.3396	geldanamycin	glucocorticoid	trt_cp
glucocorticoid	trt_cp	CGS001-2264	85.3191	FGFR4	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	BRD-K19724398	85.291	BRD-K19724398	glucocorticoid	trt_cp
glucocorticoid	trt_cp	BRD-K68336408	85.2358	tyrphostin-AG-1478	glucocorticoid	trt_cp
glucocorticoid	trt_cp	BRD-A30717181	85.204	triamcinolone	glucocorticoid	trt_cp
glucocorticoid	trt_cp	CGS001-166	85.1553	AES	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	BRD-K85985071	85.0032	ellipticine	glucocorticoid	trt_cp
glucocorticoid	trt_cp	CGS001-54733	84.9735	SLC35F2	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	BRD-K97764662	84.9654	PD-173074	glucocorticoid	trt_cp
glucocorticoid	trt_cp	CGS001-60468	84.928	BACH2	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	CGS001-2771	84.8841	GNAI2	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	BRD-K77547509	84.7805	BRD-K77547509	glucocorticoid	trt_cp
glucocorticoid	trt_cp	CGS001-383	84.7669	ARG1	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	BRD-A70731303	84.6822	avrainvillamide-analog-5	glucocorticoid	trt_cp
glucocorticoid	trt_cp	CGS001-5889	84.6801	RAD51C	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	CGS001-121549	84.6108	ASCL4	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	BRD-A04308630	84.5895	genipin	glucocorticoid	trt_cp
glucocorticoid	trt_cp	CGS001-29956	84.4984	CERS2	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	CGS001-9123	84.4879	SLC16A3	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	CGS001-1829	84.4625	DSG2	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	BRD-A65767837	84.3598	hydrocortisone	glucocorticoid	trt_cp
glucocorticoid	trt_cp	CGS001-29883	84.2609	CNOT7	glucocorticoid	trt_sh.cgs
glucocorticoid	trt_cp	CGS001-204219	84.23299999999999	CERS3	glucocorticoid	trt_sh.cgs
