id_y	pert_type_y	id_x	score	pert_iname_x	pert_iname_y	pert_type_x
proteasome	trt_cp	BRD-K26669427	96.2252	WR-216174	proteasome	trt_cp
proteasome	trt_cp	ccsbBroad304_01090	96.2236	NFE2L2	proteasome	trt_oe
proteasome	trt_cp	CGS001-90678	96.1683	LRSAM1	proteasome	trt_sh.cgs
proteasome	trt_cp	BRD-K03816923	96.1352	rottlerin	proteasome	trt_cp
proteasome	trt_cp	BRD-K28934562	96.0575	BRD-K28934562	proteasome	trt_cp
proteasome	trt_cp	BRD-K68313733	96.0211	BRD-K68313733	proteasome	trt_cp
proteasome	trt_cp	BRD-K39120595	96.0059	bithionol	proteasome	trt_cp
proteasome	trt_cp	CGS001-5585	96.0041	PKN1	proteasome	trt_sh.cgs
proteasome	trt_cp	BRD-A77216878	95.9719	manumycin-a	proteasome	trt_cp
proteasome	trt_cp	BRD-A55484088	95.9373	BNTX	proteasome	trt_cp
proteasome	trt_cp	CGS001-6259	95.9069	RYK	proteasome	trt_sh.cgs
proteasome	trt_cp	BRD-K60070073	95.89	BRD-K60070073	proteasome	trt_cp
proteasome	trt_cp	BRD-K24132293	95.8731	piperlongumine	proteasome	trt_cp
proteasome	trt_cp	CGS001-22818	95.8221	COPZ1	proteasome	trt_sh.cgs
proteasome	trt_cp	CGS001-64170	95.8214	CARD9	proteasome	trt_sh.cgs
proteasome	trt_cp	BRD-K21064560	95.8108	BRD-K21064560	proteasome	trt_cp
proteasome	trt_cp	CGS001-3300	95.8088	DNAJB2	proteasome	trt_sh.cgs
proteasome	trt_cp	BRD-A62809825	95.7904	thapsigargin	proteasome	trt_cp
proteasome	trt_cp	CGS001-11065	95.689	UBE2C	proteasome	trt_sh.cgs
proteasome	trt_cp	CGS001-4698	95.6682	NDUFA5	proteasome	trt_sh.cgs
proteasome	trt_cp	BRD-K86574132	95.6471	BRD-K86574132	proteasome	trt_cp
proteasome	trt_cp	ccsbBroad304_06318	95.583	GPER	proteasome	trt_oe
proteasome	trt_cp	CGS001-9697	95.5648	TRAM2	proteasome	trt_sh.cgs
proteasome	trt_cp	BRD-A43155244	95.5378	BRD-A43155244	proteasome	trt_cp
proteasome	trt_cp	CGS001-23386	95.4903	NUDCD3	proteasome	trt_sh.cgs
proteasome	trt_cp	BRD-K82135108	95.49	elesclomol	proteasome	trt_cp
proteasome	trt_cp	BRD-K56593336	95.3943	BRD-K56593336	proteasome	trt_cp
proteasome	trt_cp	CGS001-55837	95.3628	EAPP	proteasome	trt_sh.cgs
proteasome	trt_cp	CGS001-25793	95.3499	FBXO7	proteasome	trt_sh.cgs
proteasome	trt_cp	BRD-K20755323	95.3406	SA-792728	proteasome	trt_cp
proteasome	trt_cp	BRD-A76490030	95.3328	K784-3131	proteasome	trt_cp
proteasome	trt_cp	BRD-A38030642	95.3271	cyclosporin-a	proteasome	trt_cp
proteasome	trt_cp	BRD-K88707333	95.28399999999999	BRD-K88707333	proteasome	trt_cp
proteasome	trt_cp	BRD-K66254772	95.2263	RS-I-002-6	proteasome	trt_cp
proteasome	trt_cp	CGS001-115560	95.1716	ZNF501	proteasome	trt_sh.cgs
proteasome	trt_cp	BRD-A64290322	95.14	cyclosporin-a	proteasome	trt_cp
proteasome	trt_cp	BRD-K03736784	95.1258	MD-II-038	proteasome	trt_cp
proteasome	trt_cp	BRD-A68065211	95.0924	BRD-A68065211	proteasome	trt_cp
proteasome	trt_cp	BRD-K66037923	95.084	BRD-K66037923	proteasome	trt_cp
proteasome	trt_cp	BRD-A31107743	95.0828	brefeldin-a	proteasome	trt_cp
proteasome	trt_cp	CGS001-23522	95.0744	KAT6B	proteasome	trt_sh.cgs
proteasome	trt_cp	BRD-A83124583	95.074	EMF-sumo1-39	proteasome	trt_cp
proteasome	trt_cp	BRD-K25079130	95.0729	avrainvillamide-analog-4	proteasome	trt_cp
proteasome	trt_cp	BRD-K35960502	95.0256	niclosamide	proteasome	trt_cp
proteasome	trt_cp	CGS001-2674	95.0087	GFRA1	proteasome	trt_sh.cgs
proteasome	trt_cp	BRD-K56653679	94.9373	MD-041	proteasome	trt_cp
proteasome	trt_cp	BRD-A11007541	94.7928	BCI-hydrochloride	proteasome	trt_cp
proteasome	trt_cp	BRD-K74797618	94.7333	MD-049	proteasome	trt_cp
proteasome	trt_cp	CGS001-60528	94.7186	ELAC2	proteasome	trt_sh.cgs
proteasome	trt_cp	BRD-A49848186	94.7108	BRD-A49848186	proteasome	trt_cp
proteasome	trt_cp	CGS001-6832	94.7098	SUPV3L1	proteasome	trt_sh.cgs
proteasome	trt_cp	BRD-K68336408	94.6363	tyrphostin-AG-1478	proteasome	trt_cp
proteasome	trt_cp	BRD-K38477985	94.5459	malonoben	proteasome	trt_cp
proteasome	trt_cp	BRD-K39503511	94.5347	quiflapon	proteasome	trt_cp
proteasome	trt_cp	BRD-K83988098	94.4932	alvespimycin	proteasome	trt_cp
proteasome	trt_cp	CGS001-2063	94.444	NR2F6	proteasome	trt_sh.cgs
proteasome	trt_cp	BRD-K40373196	94.4352	KU-C104337	proteasome	trt_cp
proteasome	trt_cp	CGS001-5209	94.4333	PFKFB3	proteasome	trt_sh.cgs
proteasome	trt_cp	CGS001-56005	94.4097	C19ORF10	proteasome	trt_sh.cgs
proteasome	trt_cp	BRD-K53932786	94.402	BRD-K53932786	proteasome	trt_cp
proteasome	trt_cp	BRD-A47829399	94.4012	artesunate	proteasome	trt_cp
proteasome	trt_cp	CGS001-22794	94.3746	CASC3	proteasome	trt_sh.cgs
proteasome	trt_cp	BRD-K19166598	94.3528	BRD-K19166598	proteasome	trt_cp
proteasome	trt_cp	CGS001-1052	94.3057	CEBPD	proteasome	trt_sh.cgs
proteasome	trt_cp	BRD-A18411371	94.3056	BRD-A18411371	proteasome	trt_cp
proteasome	trt_cp	BRD-K92317137	94.3008	BRD-K92317137	proteasome	trt_cp
proteasome	trt_cp	BRD-K09854848	94.2895	MD-II-008-P	proteasome	trt_cp
proteasome	trt_cp	BRD-K82685933	94.2691	BRD-K82685933	proteasome	trt_cp
proteasome	trt_cp	BRD-K41925105	94.2343	BRD-K41925105	proteasome	trt_cp
proteasome	trt_cp	CGS001-79724	94.1958	ZNF768	proteasome	trt_sh.cgs
proteasome	trt_cp	BRD-K28120222	94.1298	parthenolide	proteasome	trt_cp
proteasome	trt_cp	BRD-A58924247	94.0705	BRD-A58924247	proteasome	trt_cp
proteasome	trt_cp	BRD-K05396879	94.0402	15-delta-prostaglandin-j2	proteasome	trt_cp
proteasome	trt_cp	BRD-K74305673	94.0254	IKK-2-inhibitor-V	proteasome	trt_cp
proteasome	trt_cp	CGS001-5894	94.0184	RAF1	proteasome	trt_sh.cgs
proteasome	trt_cp	BRD-A39093044	93.9859	K784-3187	proteasome	trt_cp
proteasome	trt_cp	CGS001-6804	93.9745	STX1A	proteasome	trt_sh.cgs
proteasome	trt_cp	BRD-K71935468	93.9592	BRD-K71935468	proteasome	trt_cp
proteasome	trt_cp	CGS001-9133	93.9469	CCNB2	proteasome	trt_sh.cgs
proteasome	trt_cp	CGS001-10482	93.9115	NXF1	proteasome	trt_sh.cgs
proteasome	trt_cp	BRD-A37735495	93.8758	BRD-A37735495	proteasome	trt_cp
proteasome	trt_cp	CGS001-29103	93.8471	DNAJC15	proteasome	trt_sh.cgs
proteasome	trt_cp	CGS001-84890	93.7962	ADO	proteasome	trt_sh.cgs
proteasome	trt_cp	CGS001-55011	93.796	PIH1D1	proteasome	trt_sh.cgs
proteasome	trt_cp	BRD-A98283014	93.7767	calmidazolium	proteasome	trt_cp
proteasome	trt_cp	CGS001-1534	93.7615	CYB561	proteasome	trt_sh.cgs
proteasome	trt_cp	CGS001-5887	93.7188	RAD23B	proteasome	trt_sh.cgs
proteasome	trt_cp	CGS001-22926	93.6718	ATF6	proteasome	trt_sh.cgs
proteasome	trt_cp	CGS001-231	93.6458	AKR1B1	proteasome	trt_sh.cgs
proteasome	trt_cp	BRD-K43620258	93.6375	CHEMBL-399379	proteasome	trt_cp
proteasome	trt_cp	CGS001-7248	93.6153	TSC1	proteasome	trt_sh.cgs
proteasome	trt_cp	CGS001-10632	93.6012	ATP5L	proteasome	trt_sh.cgs
proteasome	trt_cp	BRD-K05331696	93.5541	BRD-K05331696	proteasome	trt_cp
proteasome	trt_cp	CGS001-10962	93.516	MLLT11	proteasome	trt_sh.cgs
proteasome	trt_cp	BRD-K25737009	93.4632	CD-1530	proteasome	trt_cp
proteasome	trt_cp	BRD-K80970344	93.4602	pyrrolidine-dithiocarbamate	proteasome	trt_cp
proteasome	trt_cp	CGS001-23530	93.3933	NNT	proteasome	trt_sh.cgs
proteasome	trt_cp	CGS001-3398	93.3463	ID2	proteasome	trt_sh.cgs
proteasome	trt_cp	CGS001-84290	93.3452	CAPNS2	proteasome	trt_sh.cgs
proteasome	trt_cp	CGS001-57541	93.3404	ZNF398	proteasome	trt_sh.cgs
proteasome	trt_cp	BRD-K37940862	93.2975	BRD-K37940862	proteasome	trt_cp
proteasome	trt_cp	BRD-A72180425	93.2742	K784-3188	proteasome	trt_cp
proteasome	trt_cp	BRD-A58564983	93.2739	selamectin	proteasome	trt_cp
proteasome	trt_cp	CGS001-6256	93.2607	RXRA	proteasome	trt_sh.cgs
proteasome	trt_cp	BRD-A19500257	93.2513	geldanamycin	proteasome	trt_cp
proteasome	trt_cp	BRD-K99633092	93.1712	BRD-K99633092	proteasome	trt_cp
proteasome	trt_cp	CGS001-10048	93.1663	RANBP9	proteasome	trt_sh.cgs
proteasome	trt_cp	BRD-K15616905	93.1623	CCCP	proteasome	trt_cp
proteasome	trt_cp	CGS001-513	93.1228	ATP5D	proteasome	trt_sh.cgs
proteasome	trt_cp	CGS001-3174	93.0584	HNF4G	proteasome	trt_sh.cgs
proteasome	trt_cp	BRD-K28296557	93.0469	AKT-inhibitor-IV	proteasome	trt_cp
proteasome	trt_cp	BRD-K65955264	93.0027	BRD-K65955264	proteasome	trt_cp
proteasome	trt_cp	BRD-A10420615	92.975	cyclopiazonic-acid	proteasome	trt_cp
proteasome	trt_cp	CGS001-5327	92.9658	PLAT	proteasome	trt_sh.cgs
proteasome	trt_cp	CGS001-59286	92.95299999999999	UBL5	proteasome	trt_sh.cgs
proteasome	trt_cp	CGS001-4302	92.9354	MLLT6	proteasome	trt_sh.cgs
proteasome	trt_cp	BRD-K76907295	92.9331	VU-0418947-2	proteasome	trt_cp
proteasome	trt_cp	CGS001-7994	92.9265	KAT6A	proteasome	trt_sh.cgs
proteasome	trt_cp	BRD-A77467113	92.9198	EMF-sumo1-11	proteasome	trt_cp
proteasome	trt_cp	CGS001-8611	92.8991	PPAP2A	proteasome	trt_sh.cgs
proteasome	trt_cp	BRD-K88198340	92.8703	BRD-K88198340	proteasome	trt_cp
proteasome	trt_cp	BRD-K06593056	92.8325	LE-135	proteasome	trt_cp
proteasome	trt_cp	BRD-K96076993	92.7797	SA-25547	proteasome	trt_cp
proteasome	trt_cp	BRD-A34462049	92.7759	tigecycline	proteasome	trt_cp
proteasome	trt_cp	BRD-K03406345	92.7737	azacitidine	proteasome	trt_cp
proteasome	trt_cp	CGS001-5438	92.76299999999999	POLR2I	proteasome	trt_sh.cgs
proteasome	trt_cp	BRD-K22010301	92.74600000000001	JLK-6	proteasome	trt_cp
proteasome	trt_cp	BRD-K99530743	92.7308	BRD-K99530743	proteasome	trt_cp
proteasome	trt_cp	CGS001-367	92.6744	AR	proteasome	trt_sh.cgs
proteasome	trt_cp	BRD-K23319301	92.6632	BRD-K23319301	proteasome	trt_cp
proteasome	trt_cp	BRD-A08003242	92.6446	rhodomyrtoxin-b	proteasome	trt_cp
proteasome	trt_cp	BRD-K56411643	92.5735	BRD-K56411643	proteasome	trt_cp
proteasome	trt_cp	BRD-K68548958	92.56700000000001	BRD-K68548958	proteasome	trt_cp
proteasome	trt_cp	BRD-K24426149	92.5605	BRD-K24426149	proteasome	trt_cp
proteasome	trt_cp	BRD-K42489623	92.4943	BRD-K42489623	proteasome	trt_cp
proteasome	trt_cp	BRD-K51967704	92.4508	BIIB021	proteasome	trt_cp
proteasome	trt_cp	BRD-K19499941	92.4334	BRD-K19499941	proteasome	trt_cp
proteasome	trt_cp	BRD-K14821540	92.3788	FCCP	proteasome	trt_cp
proteasome	trt_cp	CGS001-23200	92.3587	ATP11B	proteasome	trt_sh.cgs
proteasome	trt_cp	BRD-K64642496	92.3429	KO-143	proteasome	trt_cp
proteasome	trt_cp	CGS001-399694	92.30799999999999	SHC4	proteasome	trt_sh.cgs
proteasome	trt_cp	BRD-K78122587	92.2816	NNC-55-0396	proteasome	trt_cp
proteasome	trt_cp	CGS001-51015	92.2669	ISOC1	proteasome	trt_sh.cgs
proteasome	trt_cp	BRD-K63770300	92.2604	BRD-K63770300	proteasome	trt_cp
proteasome	trt_cp	CGS001-56139	92.1634	PCDHA10	proteasome	trt_sh.cgs
proteasome	trt_cp	BRD-K66175015	92.1565	afatinib	proteasome	trt_cp
proteasome	trt_cp	CGS001-5073	92.1555	PARN	proteasome	trt_sh.cgs
proteasome	trt_cp	CGS001-8764	92.1378	TNFRSF14	proteasome	trt_sh.cgs
proteasome	trt_cp	BRD-K80346834	92.1162	BRD-K80346834	proteasome	trt_cp
proteasome	trt_cp	BRD-A50774520	92.0602	CVF-SUMO-11	proteasome	trt_cp
proteasome	trt_cp	CGS001-5578	92.0488	PRKCA	proteasome	trt_sh.cgs
proteasome	trt_cp	BRD-A36275421	92.0444	BRD-A36275421	proteasome	trt_cp
proteasome	trt_cp	BRD-A81282034	92.0444	BRD-A81282034	proteasome	trt_cp
proteasome	trt_cp	BRD-K88378636	91.9828	withaferin-a	proteasome	trt_cp
proteasome	trt_cp	CGS001-8848	91.9128	TSC22D1	proteasome	trt_sh.cgs
proteasome	trt_cp	BRD-A20697603	91.8973	thiostrepton	proteasome	trt_cp
proteasome	trt_cp	BRD-K08417745	91.8935	SID-26681509	proteasome	trt_cp
proteasome	trt_cp	BRD-K59460069	91.887	BRD-K59460069	proteasome	trt_cp
proteasome	trt_cp	BRD-A34205397	91.8837	suloctidil	proteasome	trt_cp
proteasome	trt_cp	BRD-A67788537	91.8762	salermide	proteasome	trt_cp
proteasome	trt_cp	BRD-K58618158	91.8742	BRD-K58618158	proteasome	trt_cp
proteasome	trt_cp	CGS001-1198	91.8677	CLK3	proteasome	trt_sh.cgs
proteasome	trt_cp	CGS001-3784	91.8252	KCNQ1	proteasome	trt_sh.cgs
proteasome	trt_cp	CGS001-5686	91.7783	PSMA5	proteasome	trt_sh.cgs
proteasome	trt_cp	CGS001-11284	91.7343	PNKP	proteasome	trt_sh.cgs
proteasome	trt_cp	ccsbBroad304_05098	91.7261	MAGEB6	proteasome	trt_oe
proteasome	trt_cp	CGS001-340385	91.7013	ZNF517	proteasome	trt_sh.cgs
proteasome	trt_cp	CGS001-2230	91.6616	FDX1	proteasome	trt_sh.cgs
proteasome	trt_cp	BRD-K98548675	91.661	parthenolide	proteasome	trt_cp
proteasome	trt_cp	BRD-K44242139	91.5458	BRD-K44242139	proteasome	trt_cp
proteasome	trt_cp	BRD-A93942655	91.5209	BRD-A93942655	proteasome	trt_cp
proteasome	trt_cp	CGS001-4833	91.492	NME4	proteasome	trt_sh.cgs
proteasome	trt_cp	CGS001-54512	91.4912	EXOSC4	proteasome	trt_sh.cgs
proteasome	trt_cp	BRD-K07023879	91.4908	BRD-K07023879	proteasome	trt_cp
proteasome	trt_cp	CGS001-10616	91.4618	RBCK1	proteasome	trt_sh.cgs
proteasome	trt_cp	BRD-K86761848	91.4185	I-070759	proteasome	trt_cp
proteasome	trt_cp	CGS001-3827	91.4	KNG1	proteasome	trt_sh.cgs
proteasome	trt_cp	BRD-K96799727	91.3924	pifithrin-mu	proteasome	trt_cp
proteasome	trt_cp	BRD-K01121114	91.3916	BRD-K01121114	proteasome	trt_cp
proteasome	trt_cp	CGS001-6364	91.3654	CCL20	proteasome	trt_sh.cgs
proteasome	trt_cp	CGS001-7917	91.3623	BAG6	proteasome	trt_sh.cgs
proteasome	trt_cp	CGS001-51284	91.3523	TLR7	proteasome	trt_sh.cgs
proteasome	trt_cp	CGS001-8738	91.34899999999999	CRADD	proteasome	trt_sh.cgs
proteasome	trt_cp	CGS001-7832	91.319	BTG2	proteasome	trt_sh.cgs
proteasome	trt_cp	CGS001-64116	91.2941	SLC39A8	proteasome	trt_sh.cgs
proteasome	trt_cp	BRD-K05649647	91.1955	BRD-K05649647	proteasome	trt_cp
proteasome	trt_cp	BRD-K19624190	91.1122	BRD-K19624190	proteasome	trt_cp
proteasome	trt_cp	CGS001-94235	91.1103	GNG8	proteasome	trt_sh.cgs
proteasome	trt_cp	BRD-K88677950	91.105	PD-198306	proteasome	trt_cp
proteasome	trt_cp	CGS001-3656	91.0239	IRAK2	proteasome	trt_sh.cgs
proteasome	trt_cp	BRD-K28168037	90.9478	fenretinide	proteasome	trt_cp
proteasome	trt_cp	CGS001-9767	90.9455	PHF16	proteasome	trt_sh.cgs
proteasome	trt_cp	BRD-K17497770	90.9098	butein	proteasome	trt_cp
proteasome	trt_cp	BRD-K64517075	90.8771	heliomycin	proteasome	trt_cp
proteasome	trt_cp	CGS001-4303	90.8238	FOXO4	proteasome	trt_sh.cgs
proteasome	trt_cp	BRD-K64881305	90.8109	ispinesib	proteasome	trt_cp
proteasome	trt_cp	BRD-K44732214	90.8091	BRD-K44732214	proteasome	trt_cp
proteasome	trt_cp	CGS001-100	90.7682	ADA	proteasome	trt_sh.cgs
proteasome	trt_cp	BRD-K31238592	90.7632	devazepide	proteasome	trt_cp
proteasome	trt_cp	CGS001-10906	90.6568	TRAFD1	proteasome	trt_sh.cgs
proteasome	trt_cp	CGS001-6598	90.6451	SMARCB1	proteasome	trt_sh.cgs
proteasome	trt_cp	BRD-K87726525	90.6401	BRD-K87726525	proteasome	trt_cp
proteasome	trt_cp	CGS001-1595	90.6331	CYP51A1	proteasome	trt_sh.cgs
proteasome	trt_cp	BRD-K10573841	90.5983	tunicamycin	proteasome	trt_cp
proteasome	trt_cp	BRD-K20109053	90.5929	BRD-K20109053	proteasome	trt_cp
proteasome	trt_cp	CGS001-64710	90.571	NUCKS1	proteasome	trt_sh.cgs
proteasome	trt_cp	CGS001-7849	90.5581	PAX8	proteasome	trt_sh.cgs
